content,rating,sentiment,original_content,segment_content,_class
這 在 我方 智慧型 手機 不 是 免費 嗎 否則 怎麼 會 在 話機 螢幕 的 桌面 上 特別 是 中華 電信 的 月租費網 內 吃到 飽 方案 你 能 告訴 我 如何 申報 帳號 且 不會 被 人 連線 盜用 包括 隱私權,1,-0.06666666667,這在我方智慧型手機不是免費嗎否則怎麼會在話機螢幕的桌面上特別是中華電信的月租費網內吃到飽方案你能告訴我如何申報帳號且不會被人連線盜用包括隱私權,"[['這', '在', '我方', '智慧型', '手機', '不', '是', '免費', '嗎', '否則', '怎麼', '會', '在', '話機', '螢幕', '的', '桌面', '上', '特別', '是', '中華', '電信', '的', '月租費網', '內', '吃到', '飽', '方案', '你', '能', '告訴', '我', '如何', '申報', '帳號', '且', '不會', '被', '人', '連線', '盜用', '包括', '隱私權']]",4
音樂 多 新歌 多,5,0,音樂多新歌多,"[['音樂', '多', '新歌', '多']]",0
幹 還 要 付錢,1,-0.45,幹還要付錢,"[['幹', '還', '要', '付錢']]",4
依然 無法 把 分享到 限時 動態 經過 回覆 的 操作 後 還是 無法 分享 想 知道 怎麼樣 解決,5,-0.4,依然無法把分享到限時動態經過回覆的操作後還是無法分享想知道怎麼樣解決,"[['依然', '無法', '把', '分享到', '限時', '動態', '經過', '回覆', '的', '操作', '後', '還是', '無法', '分享', '想', '知道', '怎麼樣', '解決']]",0
還可以 音樂 也 較 齊全,4,0,還可以音樂也較齊全,"[['還可以', '音樂', '也', '較', '齊全']]",0
大多 華語 歌曲 都 有,5,0,大多華語歌曲都有,"[['大多', '華語', '歌曲', '都', '有']]",0
曲 以上 全 消得 客様 問合 待 得 全元戻,1,0,曲以上全消得客様問合待得全元戻,"[['曲', '以上', '全', '消得', '客様', '問合', '待', '得', '全元戻']]",4
一 氵 一一一一 您 一必八,1,0,一氵一一一一您一必八,"[['一', '氵', '一一一一', '您', '一必八']]",4
五 等分 的 花嫁 新歌 什麼 時候 才 能 重新 上架,4,0,五等分的花嫁新歌什麼時候才能重新上架,"[['五', '等分', '的', '花嫁', '新歌', '什麼', '時候', '才', '能', '重新', '上架']]",0
事實 上 實實 在在 常常 慈禧 氣息 可以 卡滋卡滋 可以 親 自卡滋卡 滋遲遲 其 實 君子緊 急情況 清冊餓 死 日前 醋味 企劃書 此 時 心理 醫師 看看 車子堅 持 自殺式 事實 上 事實 上 此 次 是 你 年輕 此 時 事情 男女 石獅子 因此 石獅子 一次次 事 實 上 事實 上 作 爲 任賢齊實實 在在 七事實 上 事 實 上 情況 我 喜歡 你 開 始 實施 猜猜 看 唷 此 時 事 實 上事 實 上 史 上 最 強 事 實 上事 實 上 此 次 此 處 自稱 是 車子 吱吱吱 祖師 看 清楚 走 在 前面 自稱 是 是 促使 數位 才 能 其 實 是 自由 事實 上 實事求 是 其 實 是 促銷 好奇 獅子座 時候 此外 事 實車子 吱吱吱事 實 上,5,0,事實上實實在在常常慈禧氣息可以卡滋卡滋可以親自卡滋卡滋遲遲其實君子緊急情況清冊餓死日前醋味企劃書此時心理醫師看看車子堅持自殺式事實上事實上此次是你年輕此時事情男女石獅子因此石獅子一次次事實上事實上作爲任賢齊實實在在七事實上事實上情況我喜歡你開始實施猜猜看唷此時事實上事實上史上最強事實上事實上此次此處自稱是車子吱吱吱祖師看清楚走在前面自稱是是促使數位才能其實是自由事實上實事求是其實是促銷好奇獅子座時候此外事實車子吱吱吱事實上,"[['事實', '上', '實實在在', '常常', '慈禧', '氣息', '可以', '卡滋卡滋', '可以', '親自', '卡滋卡', '滋', '遲遲', '其實', '君子', '緊急', '情況', '清冊', '餓死', '日前', '醋味', '企劃書', '此時', '心理', '醫師', '看看', '車子', '堅持', '自殺式', '事實', '上', '事實', '上', '此', '次', '是', '你', '年輕', '此時', '事情', '男女', '石獅子', '因此', '石獅子', '一次次', '事實', '上', '事實', '上', '作', '爲任賢齊實實在', '在', '七', '事實', '上', '事實', '上', '情況', '我', '喜歡', '你', '開始', '實施', '猜猜', '看', '唷', '此時', '事實', '上', '事實', '上', '史', '上', '最', '強', '事實', '上', '事實', '上', '此', '次', '此', '處', '自稱', '是', '車子', '吱吱吱', '祖師', '看清楚', '走', '在', '前面', '自稱', '是', '是', '促使', '數位', '才', '能', '其實', '是', '自由', '事實', '上', '實事求是', '其實', '是', '促銷', '好奇', '獅子座', '時候', '此外', '事實', '車子', '吱吱吱', '事實', '上']]",0
失望 透頂 用 了 好幾 年 遲遲 等 不 到 阪井泉水 的 歌,1,-0.6,失望透頂用了好幾年遲遲等不到阪井泉水的歌,"[['失望', '透頂', '用', '了', '好幾', '年', '遲遲', '等', '不', '到', '阪井泉水', '的', '歌']]",4
好用,5,0.4,好用,[['好用']],0
聽 歌 不 間斷 很 流暢,5,0.3,聽歌不間斷很流暢,"[['聽', '歌', '不', '間斷', '很', '流暢']]",0
希望 可以 把 介面 再 簡潔 及 簡單 清晰化 讓 用家 簡單 方便 上手,4,0.28,希望可以把介面再簡潔及簡單清晰化讓用家簡單方便上手,"[['希望', '可以', '把', '介面', '再', '簡潔', '及', '簡單', '清晰化', '讓', '用家', '簡單', '方便', '上手']]",0
很 不錯 每 首 歌 幾乎 都 有 很多 功能 多元化 不只 聽 音樂 還 有 一些 其他 的 我 覺得 很 棒,4,0.4,很不錯每首歌幾乎都有很多功能多元化不只聽音樂還有一些其他的我覺得很棒,"[['很', '不錯', '每', '首', '歌', '幾乎', '都', '有', '很多', '功能', '多元化', '不只', '聽', '音樂', '還', '有', '一些', '其他', '的', '我', '覺得', '很', '棒']]",0
好用,5,0.4,好用,[['好用']],0
方便 好聽,5,0.35,方便好聽,"[['方便', '好聽']]",0
體驗 好 才 有 五星,4,0.3,體驗好纔有五星,"[['體驗', '好纔', '有', '五星']]",0
有用 的 音樂,5,0,有用的音樂,"[['有用', '的', '音樂']]",0
曲數 多 聴曲 多,5,0,曲數多聴曲多,"[['曲數', '多', '聴曲', '多']]",0
希望 能 有 更多 外國 歌曲,5,0,希望能有更多外國歌曲,"[['希望', '能', '有', '更多', '外國', '歌曲']]",0
幸好 未 比 錢 自己 收藏 的 歌曲 會 全部 消失,1,-0.4,幸好未比錢自己收藏的歌曲會全部消失,"[['幸好', '未', '比', '錢', '自己', '收藏', '的', '歌曲', '會', '全部', '消失']]",4
很 好用 歌曲 可 載下來 聽 體驗 過 後 真心 覺得 要 升級成 會員 一 大 堆 人 說 有 問題 傻眼,5,0.05,很好用歌曲可載下來聽體驗過後真心覺得要升級成會員一大堆人說有問題傻眼,"[['很', '好用', '歌曲', '可', '載下來', '聽', '體驗', '過', '後', '真心', '覺得', '要', '升級成', '會員', '一', '大', '堆', '人', '說', '有', '問題', '傻眼']]",0
很 棒 很多 服務 的 音樂 平臺,5,0.5,很棒很多服務的音樂平臺,"[['很', '棒', '很多', '服務', '的', '音樂', '平臺']]",0
無法 如 之前 一樣 分享 歌曲 到 限時 動態,4,-0.5,無法如之前一樣分享歌曲到限時動態,"[['無法', '如', '之前', '一樣', '分享', '歌曲', '到', '限時', '動態']]",0
簡單 方便 好用,5,0.2333333333,簡單方便好用,"[['簡單', '方便', '好用']]",0
離線 播放 的 歌 排序 亂掉 了 明明 是 後 加 的 歌 卻 跑到 下面 這樣 變 得 極 不 方便 希望 能 改善,3,-0.2333333333,離線播放的歌排序亂掉了明明是後加的歌卻跑到下面這樣變得極不方便希望能改善,"[['離線', '播放', '的', '歌', '排序', '亂掉', '了', '明明', '是', '後', '加', '的', '歌', '卻', '跑到', '下面', '這樣', '變', '得', '極', '不', '方便', '希望', '能', '改善']]",0
棒,5,0.5,棒,[['棒']],0
更新 後 連 藍 牙 極 不 穩定 聽 一半 自己 暫停 所以 客服 到底 有沒有 要 處理 我 要 退費 大家 不要 下載,1,-0.36,更新後連藍牙極不穩定聽一半自己暫停所以客服到底有沒有要處理我要退費大家不要下載,"[['更新', '後', '連', '藍', '牙', '極', '不', '穩定', '聽', '一半', '自己', '暫停', '所以', '客服', '到底', '有沒有', '要', '處理', '我', '要', '退費', '大家', '不要', '下載']]",1
沒有 不 好用 的 時候,5,0.05,沒有不好用的時候,"[['沒有', '不', '好用', '的', '時候']]",0
真的 聽 音樂 越來越 棒 了,5,0.5,真的聽音樂越來越棒了,"[['真的', '聽', '音樂', '越來越', '棒', '了']]",0
好用,4,0.4,好用,[['好用']],0
讚,5,0,讚,[['讚']],0
音樂 豐富 音質 優良,5,0.5,音樂豐富音質優良,"[['音樂', '豐富', '音質', '優良']]",0
曲止,1,0,曲止,[['曲止']],4
很 棒,5,0.5,很棒,"[['很', '棒']]",0
閃退,3,-0.7,閃退,[['閃退']],0
歌曲 分類 清楚 容易 找 歌 而且 有 最 新 的 歌曲 我 很 喜歡,5,0.5,歌曲分類清楚容易找歌而且有最新的歌曲我很喜歡,"[['歌曲', '分類', '清楚', '容易', '找', '歌', '而且', '有', '最', '新', '的', '歌曲', '我', '很', '喜歡']]",0
好聽 好看 了 解 更多 新歌 功能 設定 也 很 人性化,5,0.5,好聽好看了解更多新歌功能設定也很人性化,"[['好聽', '好看', '了', '解', '更多', '新歌', '功能', '設定', '也', '很', '人性化']]",0
不 錯,5,0,不錯,[['不錯']],0
下載 就 不能 刪 了,1,-0.2,下載就不能刪了,"[['下載', '就', '不能', '刪', '了']]",4
莫名其妙 無法 上線 登出 後 還 不能 登入,1,-0.4,莫名其妙無法上線登出後還不能登入,"[['莫名其妙', '無法', '上線', '登出', '後', '還', '不能', '登入']]",3
有點 糞 但 還可以,4,-0.6,有點糞但還可以,"[['有點', '糞', '但', '還可以']]",0
一直 出現 連線 異常 也 無法 設定 到底 怎 麼 回 事,1,-0.5666666667,一直出現連線異常也無法設定到底怎麼回事,"[['一直', '出現', '連線', '異常', '也', '無法', '設定', '到底', '怎麼', '回', '事']]",4
打開來 是 熟悉 的 畫面 都 痛哭流涕 了 我 超級 開心 建議 朋友 們 去 網址 能 玩 滿 元寶 無限版 創角 就 可以 直接 各 種 資源 全 都 無限 輕鬆 吊打 土豪超爽 李 逍遙 還是 舊版 的 帥 啊 新仙劍 時 整 個 變成 小 白 臉 我 都 無 愛 了 底下 很多 人 反饋 操作 問題 但 不 知道 是 不 是 之前 有 更新 過 我 這邊 打開 方向 操控 圓盤 的 情況 下 操作 上 沒有 什麼 問題 搜 寶 走路 都 很 順暢 跟 以前 用 電腦 操作 感覺 差異 不大 非常 感謝 大宇 當年 經典 創作 陪 我 渡過 童年 時光 現在 做 了 手機版 讓 我 回溫 最 美 的 舊愛 玩法 多變 又 不 需要 每 天 花 很多 時間 玩 故事 和 音樂 還 有 劇情 都 超讚 是 一 款 讓 我 覺得 付 小錢 都 沒 差 的 好 遊戲光 免費 的 人物 與 困難度 就 很 夠 玩 了 如果 有 星 我 肯定 會 給,5,0.1333333333,打開來是熟悉的畫面都痛哭流涕了我超級開心建議朋友們去網址能玩滿元寶無限版創角就可以直接各種資源全都無限輕鬆吊打土豪超爽李逍遙還是舊版的帥啊新仙劍時整個變成小白臉我都無愛了底下很多人反饋操作問題但不知道是不是之前有更新過我這邊打開方向操控圓盤的情況下操作上沒有什麼問題搜寶走路都很順暢跟以前用電腦操作感覺差異不大非常感謝大宇當年經典創作陪我渡過童年時光現在做了手機版讓我回溫最美的舊愛玩法多變又不需要每天花很多時間玩故事和音樂還有劇情都超讚是一款讓我覺得付小錢都沒差的好遊戲光免費的人物與困難度就很夠玩了如果有星我肯定會給,"[['打開來', '是', '熟悉', '的', '畫面', '都', '痛哭流涕', '了', '我', '超級', '開心', '建議', '朋友', '們', '去', '網址', '能', '玩', '滿', '元寶', '無限版', '創角', '就', '可以', '直接', '各', '種', '資源', '全', '都', '無限', '輕鬆', '吊打', '土豪超爽', '李', '逍遙', '還是', '舊版', '的', '帥', '啊', '新仙劍', '時', '整', '個', '變成', '小', '白', '臉', '我', '都', '無', '愛', '了', '底下', '很多', '人', '反饋', '操作', '問題', '但', '不', '知道', '是', '不', '是', '之前', '有', '更新', '過', '我', '這邊', '打開', '方向', '操控', '圓盤', '的', '情況', '下', '操作', '上', '沒有', '什麼', '問題', '搜', '寶', '走路', '都', '很', '順暢', '跟', '以前', '用', '電腦', '操作', '感覺', '差異', '不大', '非常', '感謝', '大宇', '當年', '經典', '創作', '陪', '我', '渡過', '童年', '時光', '現在', '做', '了', '手機版', '讓', '我', '回溫', '最', '美', '的', '舊愛', '玩法', '多變', '又', '不', '需要', '每', '天', '花', '很多', '時間', '玩', '故事', '和', '音樂', '還', '有', '劇情', '都', '超讚', '是', '一', '款', '讓', '我', '覺得', '付', '小錢', '都', '沒', '差', '的', '好', '遊戲光', '免費', '的', '人物', '與', '困難度', '就', '很', '夠', '玩', '了', '如果', '有', '星', '我', '肯定', '會', '給']]",0
常常 聽 音樂 聽到 一半 突然 斷掉,2,-0.6,常常聽音樂聽到一半突然斷掉,"[['常常', '聽', '音樂', '聽到', '一半', '突然', '斷掉']]",4
隨機 播放 無效,3,-0.3,隨機播放無效,"[['隨機', '播放', '無效']]",0
在 車 上 時 比 其他 的 好用 能 選擇 的 功能 比較 多 聽 歌 也 不會 有 奇奇怪怪 的 對白,5,0.4,在車上時比其他的好用能選擇的功能比較多聽歌也不會有奇奇怪怪的對白,"[['在', '車', '上', '時', '比', '其他', '的', '好用', '能', '選擇', '的', '功能', '比較', '多', '聽', '歌', '也', '不會', '有', '奇奇怪怪', '的', '對白']]",0
用 了 很多 年 但是 歌單 老是 出現 未 授權 好不容易 發現 的 好 歌 就 這樣 從 歌單 消失 客服 反應 都 是 罐頭 回覆 現在 市面 上 許多 類似 服務 平臺 越來越 多 反觀 這 個 未 授權 遲遲 沒 改善 只 能 歌單 砍掉 重來 換 平臺 了,1,-0.2166666667,用了很多年但是歌單老是出現未授權好不容易發現的好歌就這樣從歌單消失客服反應都是罐頭回覆現在市面上許多類似服務平臺越來越多反觀這個未授權遲遲沒改善只能歌單砍掉重來換平臺了,"[['用', '了', '很多', '年', '但是', '歌單', '老是', '出現', '未', '授權', '好不容易', '發現', '的', '好', '歌', '就', '這樣', '從', '歌單', '消失', '客服', '反應', '都', '是', '罐頭', '回覆', '現在', '市面', '上', '許多', '類似', '服務', '平臺', '越來越', '多', '反觀', '這', '個', '未', '授權', '遲遲', '沒', '改善', '只', '能', '歌單', '砍掉', '重來', '換', '平臺', '了']]",4
讚,5,0,讚,[['讚']],0
好用,5,0.4,好用,[['好用']],0
太 好,5,0.3,太好,"[['太', '好']]",0
